Year,Region,target,value
2012,North West,L1_Yellow_rust_Disease_Severity,0.0035742985
2012,South East,L1_Yellow_rust_Disease_Severity,0.0048185345
2012,South West,L1_Yellow_rust_Disease_Severity,0.0038930222
2012,Wales,L1_Yellow_rust_Disease_Severity,0.0042344034
2012,West Midlands,L1_Yellow_rust_Disease_Severity,0.004487719
2012,Yorkshire and The Humber,L1_Yellow_rust_Disease_Severity,0.004970676
2013,East,L1_Yellow_rust_Disease_Severity,0.0031369198
2013,East Midlands,L1_Yellow_rust_Disease_Severity,0.0025888085
2013,North East,L1_Yellow_rust_Disease_Severity,0.0027211641
2013,North West,L1_Yellow_rust_Disease_Severity,0.0021903683
2013,South East,L1_Yellow_rust_Disease_Severity,0.0032896304
2013,South West,L1_Yellow_rust_Disease_Severity,0.0030600782
2013,West Midlands,L1_Yellow_rust_Disease_Severity,0.0025273855
2013,Yorkshire and The Humber,L1_Yellow_rust_Disease_Severity,0.0028195663
2014,East,L1_Yellow_rust_Disease_Severity,0.02854092
2014,East Midlands,L1_Yellow_rust_Disease_Severity,0.028551133
2014,North East,L1_Yellow_rust_Disease_Severity,0.020355523
2014,North West,L1_Yellow_rust_Disease_Severity,0.02096369
2014,South East,L1_Yellow_rust_Disease_Severity,0.02247993
2014,South West,L1_Yellow_rust_Disease_Severity,0.022125248
2014,West Midlands,L1_Yellow_rust_Disease_Severity,0.027655277
2014,Yorkshire and The Humber,L1_Yellow_rust_Disease_Severity,0.020371428
2015,East,L1_Yellow_rust_Disease_Severity,0.0016705455
2015,East Midlands,L1_Yellow_rust_Disease_Severity,0.0016836878
2015,North East,L1_Yellow_rust_Disease_Severity,0.0017632344
2015,North West,L1_Yellow_rust_Disease_Severity,0.0017010465
2015,South East,L1_Yellow_rust_Disease_Severity,0.0015875022
2015,South West,L1_Yellow_rust_Disease_Severity,0.002003714
2015,West Midlands,L1_Yellow_rust_Disease_Severity,0.0014803775
2015,Yorkshire and The Humber,L1_Yellow_rust_Disease_Severity,0.0016602658
2016,East,L1_Yellow_rust_Disease_Severity,0.0023599332
2016,East Midlands,L1_Yellow_rust_Disease_Severity,0.0023826314
2016,North East,L1_Yellow_rust_Disease_Severity,0.0018398557
2016,North West,L1_Yellow_rust_Disease_Severity,0.0021132769
2016,South East,L1_Yellow_rust_Disease_Severity,0.0023830582
2016,South West,L1_Yellow_rust_Disease_Severity,0.0019505528
2016,West Midlands,L1_Yellow_rust_Disease_Severity,0.002675136
2016,Yorkshire and The Humber,L1_Yellow_rust_Disease_Severity,0.002107367
2017,East,L1_Yellow_rust_Disease_Severity,0.03307149
2017,East Midlands,L1_Yellow_rust_Disease_Severity,0.008177992
2017,North East,L1_Yellow_rust_Disease_Severity,0.0073868176
2017,North West,L1_Yellow_rust_Disease_Severity,0.0072856983
2017,South East,L1_Yellow_rust_Disease_Severity,0.03130451
2017,South West,L1_Yellow_rust_Disease_Severity,0.0076794527
2017,West Midlands,L1_Yellow_rust_Disease_Severity,0.008953249
2017,Yorkshire and The Humber,L1_Yellow_rust_Disease_Severity,0.0083868215
2018,East,L1_Yellow_rust_Disease_Severity,0.0141121335
2018,East Midlands,L1_Yellow_rust_Disease_Severity,0.031688023
2018,North East,L1_Yellow_rust_Disease_Severity,0.008232396
2018,North West,L1_Yellow_rust_Disease_Severity,0.013230177
2018,South East,L1_Yellow_rust_Disease_Severity,0.02188533
2018,South West,L1_Yellow_rust_Disease_Severity,0.020673443
2018,West Midlands,L1_Yellow_rust_Disease_Severity,0.032398123
2018,Yorkshire and The Humber,L1_Yellow_rust_Disease_Severity,0.00924782
2019,East,L1_Yellow_rust_Disease_Severity,0.005881289
2019,East Midlands,L1_Yellow_rust_Disease_Severity,0.009560103
2019,North East,L1_Yellow_rust_Disease_Severity,0.0055204984
2019,North West,L1_Yellow_rust_Disease_Severity,0.00766638
2019,South East,L1_Yellow_rust_Disease_Severity,0.005520194
2019,South West,L1_Yellow_rust_Disease_Severity,0.009342143
2019,West Midlands,L1_Yellow_rust_Disease_Severity,0.007831121
2019,Yorkshire and The Humber,L1_Yellow_rust_Disease_Severity,0.0057976814
2021,East,L1_Yellow_rust_Disease_Severity,0.0072646854
2021,East Midlands,L1_Yellow_rust_Disease_Severity,0.0062859613
2021,North East,L1_Yellow_rust_Disease_Severity,0.006076363
2021,North West,L1_Yellow_rust_Disease_Severity,0.0061599826
2021,South East,L1_Yellow_rust_Disease_Severity,0.0064805457
2021,South West,L1_Yellow_rust_Disease_Severity,0.005135037
2021,Wales,L1_Yellow_rust_Disease_Severity,0.00804596
2021,West Midlands,L1_Yellow_rust_Disease_Severity,0.006626851
2021,Yorkshire and The Humber,L1_Yellow_rust_Disease_Severity,0.0065253596
2022,East,L1_Yellow_rust_Disease_Severity,0.035776317
2022,East Midlands,L1_Yellow_rust_Disease_Severity,0.01710788
2022,North East,L1_Yellow_rust_Disease_Severity,0.026776312
2022,North West,L1_Yellow_rust_Disease_Severity,0.020864129
2022,South East,L1_Yellow_rust_Disease_Severity,0.019250346
2022,South West,L1_Yellow_rust_Disease_Severity,0.013190057
2022,Wales,L1_Yellow_rust_Disease_Severity,0.022682372
2022,West Midlands,L1_Yellow_rust_Disease_Severity,0.020132685
2022,Yorkshire and The Humber,L1_Yellow_rust_Disease_Severity,0.019787876
2023,East,L1_Yellow_rust_Disease_Severity,0.107675426
2023,East Midlands,L1_Yellow_rust_Disease_Severity,0.0917691
2023,North East,L1_Yellow_rust_Disease_Severity,0.07010174
2023,North West,L1_Yellow_rust_Disease_Severity,0.07613827
2023,South East,L1_Yellow_rust_Disease_Severity,0.108750984
2023,South West,L1_Yellow_rust_Disease_Severity,0.06657238
2023,Wales,L1_Yellow_rust_Disease_Severity,0.08787244
2023,West Midlands,L1_Yellow_rust_Disease_Severity,0.10086844
2023,Yorkshire and The Humber,L1_Yellow_rust_Disease_Severity,0.0804673
2024,East,L1_Yellow_rust_Disease_Severity,0.043460518
2024,East Midlands,L1_Yellow_rust_Disease_Severity,0.043647878
2024,North East,L1_Yellow_rust_Disease_Severity,0.039292257
2024,North West,L1_Yellow_rust_Disease_Severity,0.037473917
2024,South East,L1_Yellow_rust_Disease_Severity,0.0341478
2024,South West,L1_Yellow_rust_Disease_Severity,0.02906022
2024,Wales,L1_Yellow_rust_Disease_Severity,0.034425594
2024,West Midlands,L1_Yellow_rust_Disease_Severity,0.034361497
2024,Yorkshire and The Humber,L1_Yellow_rust_Disease_Severity,0.028579395
2025,East,L1_Yellow_rust_Disease_Severity,0.024332238
2025,East Midlands,L1_Yellow_rust_Disease_Severity,0.021954114
2025,North East,L1_Yellow_rust_Disease_Severity,0.016043976
2025,North West,L1_Yellow_rust_Disease_Severity,0.028286405
2025,South East,L1_Yellow_rust_Disease_Severity,0.028648058
2025,South West,L1_Yellow_rust_Disease_Severity,0.027404655
2025,Wales,L1_Yellow_rust_Disease_Severity,0.024655076
2025,West Midlands,L1_Yellow_rust_Disease_Severity,0.018183742
2025,Yorkshire and The Humber,L1_Yellow_rust_Disease_Severity,0.013978921
