Year,Region,target,value
2023,Yorkshire and The Humber,L2_Yellow_rust_Crop_Incidence,12.288322
2024,East,L2_Yellow_rust_Crop_Incidence,7.244198
2024,East Midlands,L2_Yellow_rust_Crop_Incidence,6.2661815
2024,North East,L2_Yellow_rust_Crop_Incidence,6.2676525
2024,North West,L2_Yellow_rust_Crop_Incidence,6.008885
2024,South East,L2_Yellow_rust_Crop_Incidence,6.377944
2024,South West,L2_Yellow_rust_Crop_Incidence,6.2500033
2024,Wales,L2_Yellow_rust_Crop_Incidence,6.1946735
2024,West Midlands,L2_Yellow_rust_Crop_Incidence,5.594145
2024,Yorkshire and The Humber,L2_Yellow_rust_Crop_Incidence,6.433155
2025,East,L2_Yellow_rust_Crop_Incidence,6.5956697
2025,East Midlands,L2_Yellow_rust_Crop_Incidence,6.5317454
2025,North East,L2_Yellow_rust_Crop_Incidence,6.3920774
2025,North West,L2_Yellow_rust_Crop_Incidence,6.9489603
2025,South East,L2_Yellow_rust_Crop_Incidence,6.4125376
2025,South West,L2_Yellow_rust_Crop_Incidence,7.1161613
2025,Wales,L2_Yellow_rust_Crop_Incidence,6.5550947
2025,West Midlands,L2_Yellow_rust_Crop_Incidence,6.2861404
2025,Yorkshire and The Humber,L2_Yellow_rust_Crop_Incidence,6.464468
